21	8	neither	0.6681780271834307
68	15	neither	0.2608701105156275
5	3	cluster	0.7441744196602819
20	7	both	0.6829953446862547
16	10	cluster	0.6519967416571891
19	16	both	0.6025348005114022
34	7	cluster	0.6392769785953332
26	5	neither	0.699518499436296
28	13	neither	0.573583206536946
46	17	both	0.46617751527760476
45	15	both	0.5060865639823863
36	15	neither	0.4720187188651387
24	10	neither	0.6235398857139888
1	10	cluster	0.7359111172604547
19	7	both	0.6869456855643674
21	4	neither	0.7141064507419268
64	7	both	0.6134167250584818
17	5	both	0.710028253751392
47	9	cluster	0.5492721079727286
48	9	cluster	0.5395308269872059
25	3	both	0.7189383133183723
5	13	cluster	0.6967529346056546
0	8	both	0.7272148760475547
10	6	both	0.7073540963387499
27	17	neither	0.5130770033539621
21	16	both	0.592885112698574
3	8	neither	0.7205086080175503
60	15	cluster	0.2902623512963376
5	6	cluster	0.7357077583670589
52	14	both	0.4941277806008517
24	6	cluster	0.6844211925612427
6	10	cluster	0.708742368273664
55	11	cluster	0.4534934981585353
36	14	cluster	0.5031661397254832
45	8	neither	0.5882753105941082
64	12	both	0.47892601115768463
49	7	both	0.6450885316981338
47	11	cluster	0.4868342749638301
55	2	cluster	0.7097117636920129
10	14	cluster	0.6373286659079511
12	8	both	0.6882365737940365
30	6	cluster	0.6679984573943675
34	13	neither	0.5335315794631734
13	10	both	0.6711995652898304
51	13	both	0.5109123559878047
9	9	neither	0.6946930495920471
24	18	neither	0.5197280035301086
21	15	cluster	0.5723245039190065
35	16	neither	0.4828140962547132
41	6	neither	0.6428487791693466
17	6	both	0.6964335932880089
34	13	both	0.5711534460238014
0	16	neither	0.7272148760475547
53	5	both	0.6891713155966795
20	2	both	0.7360582060313686
55	16	neither	0.34107729069985127
12	12	neither	0.6574159417322054
34	15	cluster	0.5020529676956502
66	15	cluster	0.2632224495228789
43	8	both	0.6342119433002676
53	14	neither	0.3964096544962449
33	6	neither	0.6642749201940618
21	9	both	0.6679701319766492
16	6	both	0.6938351909128588
30	11	cluster	0.5797337337909613
22	6	cluster	0.688156323015712
62	7	cluster	0.5380489617449692
42	9	neither	0.579224454896306
16	19	neither	0.5704465474944014
42	17	both	0.4874121752312908
33	13	cluster	0.5258069743491085
22	10	cluster	0.6239445021675062
57	4	neither	0.6463563258411049
30	15	neither	0.5284640145339699
34	4	cluster	0.6869488413098956
15	18	cluster	0.5791974063147737
